world_x,world_y,height,monster_type
97.2,6455.1,1318,M01
115.8,6440.3,287,M02
322.2,6466.5,504,M01
189.0,6470.1,263,M01
415.9,6473.9,329,M01
382.3,6474.4,410,M01
396.6,6486.8,165,M01
381.8,6496.8,425,M03
282.8,6474.4,530,M01
244.6,6491.1,90,M01
114.3,6493.0,504,M01
292.8,6503.3,418,M01
323.1,6509.0,338,M01
399.0,6512.8,113,M01
203.3,6534.5,94,M01
365.8,6554.5,176,M01
396.6,6555.5,149,M01
237.5,6558.8,235,M01
269.2,6563.9,440,M01
294.7,6564.8,52,M01
288.0,6591.5,15,M02
350.5,6570.5,554,M01
367.7,6592.9,179,M01
421.6,6581.5,255,M01
395.6,6604.7,45,M01
386.1,6633.0,317,M01
377.5,6666.2,551,M01
392.3,6678.6,341,M01
409.7,6688.4,879,M01
434.5,6708.4,140,M01
427.8,6688.4,531,M02
258.7,6690.8,8,M01
272.5,6699.4,10,M03
379.9,6732.5,621,M01
418.8,6734.9,598,M01
260.1,6738.3,40,M01
362.9,6756.6,200,M01
366.3,6778.6,319,M01
347.7,6756.2,371,M02
325.5,6791.7,4,M01
357.7,6825.3,202,M01
378.5,6858.5,1391,M01
356.7,6875.9,1228,M01
316.4,6915.3,1185,M01
300.9,6934.4,168,M01
299.5,6922.0,331,M02
291.4,6932.0,293,M05
17.3,6571.5,648,M02
14.4,6570.5,658,M03
56.6,6657.6,176,M02
178.3,6679.1,34,M02
295.2,6761.4,553,M02
245.6,5960.7,86,M02
46.6,5979.6,387,M02
176.9,5984.8,282,M02
78.3,6018.5,72,M02
400.9,6066.7,101,M02
354.4,6074.3,406,M02
365.3,6066.7,166,M03
101.5,6149.7,595,M02
98.1,6125.8,299,M03
54.2,6149.7,588,M02
380.4,6179.0,481,M02
168.8,6210.8,471,M02
63.5,6221.5,630,M02
187.6,6300.7,572,M02
184.0,6332.0,10,M02
214.3,6360.8,116,M02
235.6,6623.7,44,M02
248.4,6679.6,18,M02
384.2,6710.8,426,M02
346.3,6715.6,389,M02
259.7,6772.8,156,M02
278.2,6854.7,35,M02
94.3,6547.9,559,M03
2.0,6649.7,85,M03
411.2,6817.7,1255,M03
417.4,5948.3,238,M03
90.3,5960.7,686,M03
411.2,6143.0,369,M03
152.3,6179.5,325,M03
129.4,6288.3,94,M03
165.9,6423.8,599,M03
275.4,6517.1,144,M03
237.9,6776.2,7,M03
16.8,6726.3,1,M05
209.1,6419.5,235,M06
816.0,6255.6,277,M09
814.6,6265.6,502,M01
488.4,6610.4,367,M09
1291.0,6782.6,92,M09
845.4,6864.2,364,M09
460.0,5946.9,157,M04
464.8,5949.8,113,M01
734.2,6038.3,127,M04
732.3,6157.1,50,M04
738.0,6160.9,81,M02
844.4,6201.2,755,M04
717.7,6208.4,1916,M04
923.6,6221.0,367,M04
1378.6,6227.2,149,M04
1381.4,6225.3,113,M03
1225.2,6318.1,352,M04
587.0,6320.5,187,M04
584.6,6322.4,204,M03
578.4,6341.5,277,M05
668.3,6379.7,230,M04
1192.0,6495.4,292,M04
1207.7,6469.2,172,M05
1391.9,6543.1,206,M04
1399.1,6542.1,153,M01
1212.5,6557.9,12,M04
1083.2,6560.3,274,M04
1071.3,6540.7,616,M01
850.1,6719.7,781,M04
1407.0,6770.0,445,M04
1421.7,6756.2,215,M01
1288.6,6869.5,252,M04
893.3,5944.5,404,M01
923.6,5950.2,754,M01
1402.9,5957.9,36,M01
845.8,5962.2,373,M01
816.0,5963.6,378,M01
877.1,5969.1,31,M01
743.2,5978.2,139,M01
1341.3,5979.1,70,M01
969.4,5980.5,608,M01
1177.0,5987.2,214,M01
1242.3,5991.5,56,M01
1216.3,5996.3,12,M01
859.7,5997.2,966,M01
843.9,5994.9,593,M03
1036.7,6000.4,1471,M01
1362.6,6001.3,100,M01
1316.1,6007.5,67,M01
803.8,6019.9,1004,M01
785.7,6027.5,787,M02
911.7,6038.8,691,M01
931.2,6055.5,331,M02
827.5,6042.1,895,M01
1386.7,6055.0,113,M01
768.8,6064.3,542,M01
776.4,6084.8,1323,M03
969.9,6067.6,1429,M01
793.8,6080.5,1183,M01
883.8,6082.4,971,M01
1432.7,6089.6,17,M01
1169.3,6091.9,141,M01
767.8,6100.3,670,M01
755.9,6122.7,379,M02
814.1,6100.8,189,M01
1144.3,6101.3,171,M01
1058.2,6107.9,439,M01
986.1,6109.4,492,M01
1401.5,6133.0,64,M01
925.5,6133.0,873,M01
758.3,6154.4,410,M01
881.9,6156.6,880,M01
1104.0,6160.4,491,M01
1173.6,6160.9,121,M01
1027.8,6164.3,107,M01
783.3,6171.4,168,M01
1118.3,6189.8,112,M01
942.9,6192.6,73,M01
1335.6,6199.3,69,M01
1334.2,6214.6,135,M02
998.0,6204.1,483,M01
1033.3,6207.9,535,M01
1293.9,6209.3,159,M01
908.3,6210.8,1007,M01
980.4,6229.6,171,M01
972.8,6234.4,348,M02
885.2,6237.7,1068,M01
1104.0,6242.5,731,M01
945.8,6243.0,850,M01
1289.1,6244.4,31,M01
860.6,6260.4,848,M01
1122.6,6263.3,196,M01
1063.7,6269.0,613,M01
965.3,6273.3,996,M01
1026.9,6282.6,137,M01
1191.5,6283.1,197,M01
1189.1,6302.6,349,M02
1246.1,6292.6,152,M01
1158.4,6319.6,445,M01
1041.5,6325.3,1775,M01
926.0,6335.8,22,M01
1304.4,6339.6,364,M01
1266.4,6341.0,453,M01
1231.8,6344.6,186,M01
1416.5,6351.8,161,M01
1415.5,6363.7,158,M05
1340.9,6352.2,44,M01
966.3,6361.8,438,M01
1099.7,6373.2,279,M01
1100.1,6365.6,273,M02
1369.2,6390.2,68,M01
690.5,6392.1,587,M01
1041.5,6395.4,588,M01
1337.5,6396.8,68,M01
1311.0,6411.9,63,M01
1232.3,6411.9,262,M01
1241.4,6411.9,137,M02
784.8,6415.2,1075,M01
1087.5,6437.9,48,M01
1401.9,6439.3,28,M01
688.1,6439.3,411,M01
956.3,6451.7,584,M01
945.3,6457.9,1187,M06
1017.4,6452.2,388,M01
791.4,6456.0,788,M01
1138.6,6477.7,297,M01
837.9,6483.0,1597,M01
817.0,6499.2,290,M01
834.1,6470.1,1334,M02
1330.4,6485.8,328,M01
747.5,6497.3,1380,M01
719.4,6502.3,385,M01
939.1,6503.7,1454,M01
857.3,6508.0,852,M01
1003.5,6511.9,889,M01
924.1,6521.9,706,M01
1189.1,6523.3,396,M01
1351.1,6529.0,374,M01
868.7,6539.3,1464,M01
949.1,6544.1,881,M01
767.8,6544.1,858,M01
716.7,6550.7,1482,M01
835.1,6563.9,1707,M01
1203.4,6565.8,77,M01
1198.2,6587.7,559,M03
1370.2,6585.8,217,M01
730.4,6590.6,409,M01
1002.1,6598.9,1403,M01
776.9,6602.3,1046,M01
1296.3,6605.1,226,M01
652.3,6608.5,90,M01
1203.0,6614.2,427,M01
1167.4,6619.0,424,M01
792.4,6627.3,530,M01
1126.6,6632.1,155,M01
924.5,6636.9,953,M01
1284.3,6645.0,485,M01
1166.0,6646.9,414,M01
1008.3,6657.1,1074,M01
1190.6,6657.6,683,M01
618.2,6659.5,1407,M01
652.3,6663.3,54,M01
1257.8,6672.4,478,M01
691.0,6672.4,113,M01
1427.5,6692.2,134,M01
659.3,6697.9,83,M01
843.9,6701.7,467,M01
873.0,6711.8,1305,M01
1230.9,6710.3,639,M01
1074.6,6710.8,475,M01
759.2,6718.0,408,M01
1355.9,6719.2,30,M01
1020.7,6726.8,259,M01
1100.1,6727.3,450,M01
1326.1,6727.8,259,M01
708.6,6744.0,442,M01
713.9,6720.6,625,M02
1238.5,6744.4,429,M01
1226.6,6719.7,319,M03
754.9,6750.9,523,M01
1212.5,6762.3,261,M01
881.9,6764.3,413,M01
846.3,6765.2,182,M01
859.2,6760.9,795,M03
1354.0,6767.1,577,M01
1390.0,6776.2,752,M01
1168.4,6777.1,498,M01
627.5,6777.6,13,M01
644.2,6778.1,21,M05
833.2,6788.4,1192,M01
934.1,6792.7,674,M01
1425.6,6793.6,338,M01
1014.0,6804.6,298,M01
1211.1,6808.4,287,M01
949.6,6808.9,422,M01
967.3,6809.3,31,M03
611.1,6811.7,532,M01
1104.0,6818.2,85,M01
1283.9,6819.1,147,M01
641.8,6822.5,31,M01
648.5,6839.6,444,M03
1010.2,6829.2,160,M01
723.7,6830.1,127,M01
950.6,6835.3,215,M01
1026.9,6849.9,46,M01
885.2,6850.4,1071,M01
885.2,6867.1,342,M03
1269.3,6853.2,163,M01
1142.4,6863.3,303,M01
1386.7,6864.2,373,M01
750.2,6866.1,35,M01
622.5,6868.0,47,M01
919.8,6868.5,119,M01
979.0,6869.5,209,M01
791.0,6870.4,250,M01
1071.3,6874.2,265,M01
1085.1,6866.1,157,M03
1423.7,6879.3,94,M01
1099.7,6882.1,75,M01
701.0,6889.3,11,M01
900.0,6892.1,161,M01
860.6,6892.6,221,M01
1148.1,6893.1,291,M01
1390.5,6893.6,419,M01
1045.8,6896.4,175,M01
982.8,6897.9,262,M01
788.6,6902.1,112,M01
819.3,6902.6,105,M01
670.2,6917.7,156,M01
1014.0,6924.3,264,M01
1003.5,6916.7,207,M02
1348.3,6929.6,804,M01
895.2,6933.9,150,M01
825.5,6936.7,87,M01
523.0,5954.5,159,M01
559.0,5964.5,109,M01
561.4,5967.9,116,M03
572.2,5982.0,264,M01
579.3,5988.7,239,M02
629.4,5992.5,1047,M01
508.2,6017.5,378,M01
487.5,6034.5,151,M01
509.2,6043.5,331,M01
579.3,6049.2,212,M01
463.9,6064.8,75,M01
452.4,6088.6,375,M01
546.2,6076.7,248,M01
512.1,6116.5,330,M01
595.3,6126.8,465,M01
617.3,6151.1,313,M01
554.8,6127.7,82,M01
533.8,6151.6,387,M01
475.1,6138.2,401,M01
492.2,6141.6,201,M03
509.2,6149.7,351,M01
508.2,6146.8,365,M02
571.7,6154.4,308,M01
460.5,6179.0,101,M01
582.7,6189.3,108,M01
561.0,6189.3,12,M01
502.5,6200.7,440,M01
510.2,6198.8,328,M02
486.5,6217.0,309,M01
538.1,6220.1,365,M01
727.5,6245.8,81,M01
727.5,6242.5,72,M02
594.9,6255.1,389,M01
458.1,6268.5,262,M01
595.3,6285.0,571,M01
488.9,6286.9,25,M01
497.0,6292.6,12,M03
552.4,6290.7,134,M01
726.5,6301.2,293,M01
555.7,6313.4,89,M01
533.3,6332.0,377,M01
510.6,6323.8,251,M01
477.5,6324.8,32,M01
449.1,6340.1,297,M01
549.0,6359.9,62,M01
531.9,6350.3,273,M02
452.9,6373.7,189,M01
504.9,6375.4,189,M01
519.7,6408.1,17,M01
458.6,6414.3,182,M01
447.2,6438.9,318,M01
491.8,6461.7,47,M01
488.9,6467.5,73,M02
639.0,6559.3,42,M01
457.7,6583.4,415,M01
634.2,6589.6,109,M01
453.8,6613.7,383,M01
448.1,6661.9,886,M01
599.1,6917.2,91,M01
610.1,6907.2,170,M03
956.8,5945.5,712,M02
773.5,5952.6,277,M02
1392.9,5969.1,74,M02
827.5,5971.5,201,M02
816.0,6127.7,637,M02
1429.4,6135.9,89,M02
926.0,6171.9,339,M02
1424.6,6205.5,56,M02
778.8,6235.8,1159,M02
1379.0,6303.1,225,M02
1394.3,6307.9,88,M06
1428.4,6333.9,60,M02
991.4,6392.6,581,M02
980.4,6387.3,1248,M05
935.0,6420.5,381,M02
787.6,6493.0,330,M02
1358.8,6549.3,306,M02
1256.9,6578.6,444,M02
717.7,6581.5,1612,M02
1307.7,6588.7,40,M02
1351.1,6629.2,61,M02
1364.5,6648.3,402,M03
1393.8,6641.2,290,M02
1319.4,6648.8,610,M02
700.5,6648.8,506,M02
1280.3,6655.5,421,M02
1276.4,6655.0,444,M03
882.3,6655.5,1201,M02
735.1,6658.6,651,M02
742.3,6706.5,991,M02
1266.4,6720.1,298,M02
1380.5,6741.1,525,M02
1148.1,6750.9,58,M02
733.2,6777.6,9,M02
1235.7,6866.1,431,M02
1193.9,6867.1,352,M02
1422.2,6873.8,43,M02
633.3,6899.3,255,M02
931.2,6907.2,66,M02
448.6,6188.8,264,M02
508.7,6249.2,320,M02
503.5,6369.4,216,M02
650.9,6449.8,844,M02
708.6,6495.9,1079,M02
864.4,6077.2,1239,M03
1070.8,6133.9,804,M03
796.7,6212.7,897,M03
1194.4,6332.4,360,M03
1053.9,6353.2,624,M03
691.0,6410.5,182,M03
830.8,6412.8,1603,M03
1233.3,6470.1,351,M03
1362.6,6498.2,281,M03
1066.0,6505.6,538,M03
991.8,6577.7,646,M03
1105.9,6640.7,78,M03
664.5,6648.3,134,M03
861.1,6673.4,1184,M03
626.6,6740.6,90,M03
1160.3,6784.1,115,M03
727.0,6789.3,29,M03
1257.4,6887.8,427,M03
1325.1,6928.6,730,M03
586.0,6102.7,88,M03
463.4,6222.5,232,M03
757.8,6269.0,600,M03
728.4,6439.3,1133,M03
686.0,6776.7,747,M03
617.3,6511.9,1315,M05
576.9,6862.8,1900,M05
741.3,6025.1,303,M05
770.7,6206.0,652,M05
514.4,6287.4,143,M05
809.6,6396.8,1175,M05
831.7,6773.3,1001,M05
1078.0,6781.7,98,M05
742.8,6137.8,169,M06
666.4,6470.1,780,M06
1881.0,5944.5,337,M09
1785.8,6334.8,210,M09
1794.9,6342.0,94,M01
2127.2,6096.0,162,M09
2133.9,6121.3,148,M01
2155.4,6124.2,65,M01
2326.7,6430.0,380,M09
2339.1,6421.9,8,M01
1711.1,6611.8,936,M09
2129.6,6642.1,550,M09
1669.4,6924.8,82,M09
2425.2,6027.1,5,M04
2418.5,6000.4,21,M03
1601.2,6070.5,72,M04
1831.8,6243.4,169,M04
1838.5,6233.4,82,M01
1828.0,6249.2,223,M02
1787.2,6405.4,318,M04
1803.9,6399.2,215,M02
1438.7,6496.8,68,M04
2364.6,6559.8,752,M04
2405.4,6569.1,68,M04
2379.1,6565.8,455,M01
2357.4,6621.8,616,M04
2348.9,6617.1,714,M01
2369.8,6623.3,395,M01
2360.8,6621.3,534,M03
1447.3,6752.3,118,M04
1450.1,6767.1,378,M01
2169.9,6849.9,162,M04
2175.6,6850.9,133,M01
2162.8,6869.9,320,M02
1589.5,6871.8,132,M04
1856.4,5946.9,265,M01
2007.0,5947.9,179,M01
1722.4,5951.2,349,M01
2080.0,5953.6,61,M01
1447.3,5962.6,36,M01
1684.6,5966.5,24,M01
1944.0,5967.9,229,M01
2052.5,5969.6,21,M01
2032.0,5986.3,125,M01
1829.9,5970.0,199,M01
1829.9,5995.8,132,M01
1655.3,5983.9,65,M01
1642.4,5989.6,72,M05
1607.4,5983.9,60,M01
1564.7,5991.0,29,M01
1490.0,6000.8,67,M01
1714.9,6008.0,5,M01
2051.6,6022.3,50,M01
2060.6,6013.2,26,M02
1643.9,6024.2,34,M01
1798.2,6056.4,105,M01
1740.5,6070.5,99,M01
1738.1,6086.7,87,M02
1576.1,6076.2,89,M01
1873.6,6079.6,57,M01
1845.5,6089.1,180,M01
1552.0,6081.0,84,M01
2041.1,6084.3,9,M01
1650.5,6088.6,48,M01
1794.9,6106.5,221,M01
1708.3,6126.3,111,M01
1697.8,6143.0,133,M02
1741.9,6127.3,130,M01
1529.8,6128.7,164,M01
1504.1,6142.5,71,M01
1587.6,6130.6,150,M01
1591.4,6135.4,148,M03
1559.2,6130.6,165,M01
1918.9,6138.2,108,M01
1914.6,6144.0,161,M05
1661.8,6143.5,151,M01
2044.0,6144.0,240,M01
2031.6,6143.0,281,M02
1871.7,6148.2,29,M01
1848.3,6125.8,170,M02
1847.9,6167.1,119,M01
1854.5,6177.1,94,M03
2000.3,6169.5,179,M01
2045.9,6170.0,111,M01
1971.4,6172.4,188,M01
1635.7,6174.7,77,M01
1452.5,6178.1,77,M01
1898.2,6178.6,13,M01
1698.3,6180.5,160,M01
1805.8,6190.3,64,M01
1794.9,6214.1,283,M01
1784.9,6204.1,367,M03
1542.0,6203.6,7,M01
1538.7,6211.7,10,M02
1639.1,6205.0,32,M01
1692.1,6214.6,94,M01
1716.9,6232.5,10,M01
2316.2,6234.9,352,M01
1607.8,6236.3,33,M01
1650.1,6241.5,59,M01
1652.0,6233.4,68,M03
1493.3,6247.3,12,M01
1682.3,6259.9,24,M01
1525.0,6265.6,8,M01
1767.9,6268.5,223,M01
1493.8,6273.7,23,M01
1722.8,6293.1,92,M01
1691.1,6294.0,97,M01
1607.4,6295.9,10,M01
1476.6,6314.3,50,M01
1557.7,6315.3,91,M01
1825.2,6315.7,226,M01
1447.3,6332.4,19,M01
1586.1,6351.8,66,M01
1540.1,6368.9,53,M01
1551.0,6355.1,35,M02
1478.0,6371.8,55,M01
1714.5,6379.2,41,M01
1594.5,6382.1,38,M01
1833.8,6385.9,65,M01
1767.0,6409.0,55,M01
1764.1,6427.2,284,M05
1504.5,6437.9,45,M01
1550.6,6441.2,48,M01
1730.9,6451.3,228,M01
1783.9,6469.2,12,M01
1697.8,6473.9,133,M01
1605.9,6476.3,145,M01
1759.8,6497.8,646,M01
1529.8,6530.4,1,M01
1526.5,6506.6,5,M02
1716.9,6537.4,558,M01
1701.6,6535.0,302,M02
1475.7,6546.4,14,M01
1758.4,6556.0,598,M01
1534.4,6577.7,514,M01
1632.4,6591.0,562,M01
1681.8,6607.0,757,M01
1728.1,6618.0,647,M01
1501.2,6632.6,137,M01
1602.1,6652.1,929,M01
1696.3,6654.5,320,M01
1688.7,6635.0,272,M03
1506.9,6666.7,179,M01
1632.4,6677.2,342,M01
1465.9,6689.4,61,M01
1566.1,6694.6,121,M01
1675.6,6708.0,624,M01
1441.6,6724.9,157,M01
1600.7,6729.7,314,M01
1705.4,6744.9,92,M01
1567.5,6745.4,158,M01
1487.1,6766.2,360,M01
1517.9,6774.8,491,M01
1579.4,6779.5,465,M01
1604.5,6793.6,106,M01
1673.2,6798.9,119,M01
1656.5,6811.3,44,M02
1622.1,6814.8,230,M01
1646.7,6820.6,162,M01
1523.1,6836.8,299,M01
1655.3,6845.6,21,M01
1579.9,6893.1,139,M01
1462.1,6904.1,561,M01
1539.1,6904.5,400,M01
1504.5,6917.7,365,M01
1602.6,6927.2,208,M01
2145.3,5940.7,193,M01
2146.8,5948.3,224,M03
2370.8,5947.4,89,M01
2209.8,5947.4,68,M01
2231.9,5954.1,121,M01
2323.8,5973.4,50,M01
2412.8,5974.3,43,M01
2222.9,5974.8,290,M01
2112.7,5977.7,144,M01
2116.5,6004.2,116,M01
2279.9,6006.1,11,M01
2263.2,6018.9,102,M01
2370.8,6006.6,52,M01
2242.9,6012.3,118,M01
2401.1,6012.7,52,M01
2169.4,6012.7,62,M01
2320.0,6018.9,224,M01
2192.1,6022.3,122,M01
2337.6,6035.4,73,M01
2335.2,6044.0,95,M03
2136.3,6035.9,147,M01
2190.7,6044.5,142,M01
2207.4,6061.7,94,M01
2106.5,6053.1,54,M01
2389.2,6053.5,107,M01
2389.2,6040.2,138,M02
2238.6,6056.9,182,M01
2245.3,6051.6,127,M03
2293.5,6058.3,169,M01
2346.9,6071.4,214,M01
2311.1,6089.6,8,M01
2307.3,6063.8,126,M02
2205.5,6092.9,124,M01
2097.9,6094.6,93,M01
2383.9,6102.7,157,M01
2331.4,6103.2,143,M01
2297.3,6112.2,205,M01
2186.1,6114.1,38,M01
2239.1,6136.3,91,M01
2335.2,6144.9,151,M01
2204.0,6147.3,130,M01
2265.6,6147.8,158,M01
2104.1,6148.7,234,M01
2317.6,6160.4,298,M01
2252.7,6167.1,274,M01
2081.9,6169.0,16,M01
2103.1,6174.7,146,M01
2095.0,6170.4,138,M02
2288.2,6175.7,243,M01
2305.9,6199.8,61,M01
2330.5,6261.3,147,M01
2338.1,6279.9,88,M02
2302.1,6264.2,95,M01
2356.5,6266.1,248,M01
2278.5,6282.6,59,M01
2382.5,6283.5,289,M01
2316.2,6307.4,445,M01
2335.7,6314.3,529,M01
2419.5,6315.3,18,M01
2419.0,6339.1,34,M01
2397.8,6319.6,69,M01
2288.2,6322.9,260,M01
2297.3,6340.5,182,M01
2354.6,6332.0,339,M01
2344.6,6329.1,550,M02
2377.2,6344.6,123,M01
2389.2,6361.8,32,M03
2328.1,6345.1,600,M01
2316.6,6366.1,254,M01
2282.5,6389.2,611,M01
2326.7,6389.7,103,M01
2291.1,6408.1,473,M01
2313.3,6439.8,721,M01
1859.8,6442.2,197,M01
1869.8,6462.2,617,M06
2296.4,6473.0,301,M01
2294.9,6479.6,591,M03
2342.4,6474.4,42,M01
2387.7,6483.5,258,M01
2358.9,6509.5,517,M01
2338.6,6509.5,537,M01
1822.8,6515.7,480,M01
1803.0,6517.6,533,M01
2308.8,6523.8,130,M01
1859.3,6530.4,978,M01
2270.8,6536.4,482,M01
2280.4,6544.5,378,M03
1796.8,6558.4,852,M01
2080.9,6584.8,45,M01
1806.3,6584.8,1061,M01
2048.2,6585.8,498,M01
1830.4,6586.8,1052,M01
1839.0,6592.5,1224,M03
2331.0,6587.7,568,M01
2265.6,6588.2,769,M01
2107.9,6591.5,8,M01
1849.3,6594.2,206,M01
1869.3,6616.1,217,M01
1942.6,6597.5,519,M01
1962.1,6599.4,211,M01
1947.3,6618.0,845,M01
2142.5,6598.0,25,M01
2134.4,6620.4,599,M02
2216.9,6598.9,162,M01
2188.8,6604.2,641,M01
2028.0,6601.3,159,M01
2012.7,6599.9,491,M06
1787.7,6603.7,303,M01
1802.5,6619.9,698,M01
2257.5,6609.9,194,M01
2168.5,6612.8,742,M01
1829.9,6617.1,522,M01
2297.3,6626.4,513,M01
2283.5,6654.5,1280,M01
2294.9,6627.3,621,M02
2082.4,6629.2,313,M01
2064.2,6643.5,1407,M01
1748.6,6635.9,284,M01
2122.7,6637.8,445,M01
1876.2,6637.8,175,M01
1899.1,6645.4,287,M01
1854.0,6638.8,13,M01
2165.1,6646.9,52,M01
1933.2,6651.2,389,M01
1791.5,6653.6,291,M01
1848.3,6660.0,18,M01
1846.4,6680.5,247,M01
1870.3,6685.8,308,M01
2305.9,6663.8,281,M01
2304.5,6686.2,1141,M01
2305.4,6670.5,561,M03
2179.5,6664.8,111,M01
2259.9,6666.2,587,M01
2260.3,6661.0,518,M02
1902.0,6666.2,178,M01
2217.4,6671.5,527,M01
2098.3,6679.1,1367,M01
2112.2,6680.5,1025,M03
1804.9,6679.6,395,M01
1916.5,6688.9,165,M01
1931.8,6704.6,78,M01
1922.7,6713.2,153,M02
1761.7,6689.4,116,M01
1767.4,6714.6,118,M01
2063.3,6698.4,358,M01
1743.3,6698.4,195,M01
1851.2,6699.8,136,M01
1872.6,6708.4,176,M01
2119.8,6703.2,655,M01
2094.5,6700.3,1000,M02
2296.4,6707.5,904,M01
2185.6,6708.9,278,M01
2272.7,6712.2,625,M01
1793.9,6724.4,120,M01
2214.5,6728.2,8,M01
2194.0,6736.3,504,M01
2009.4,6733.5,192,M01
2075.2,6742.5,5,M01
2074.2,6731.6,3,M02
2153.4,6745.4,326,M01
2049.7,6746.8,127,M01
1881.0,6747.3,77,M01
1927.0,6753.3,31,M01
2117.4,6758.1,178,M01
1901.0,6759.0,70,M01
1782.5,6759.5,48,M01
1743.8,6759.5,186,M01
1961.6,6760.4,51,M01
2012.7,6774.3,168,M01
2106.9,6783.6,222,M01
1864.1,6786.9,88,M01
2142.5,6787.9,8,M01
2131.0,6807.9,252,M01
2129.6,6794.6,197,M02
2083.3,6790.3,82,M01
1892.5,6790.7,69,M01
1981.4,6794.1,53,M01
1975.2,6802.7,42,M02
1953.5,6794.1,26,M01
1837.1,6794.6,88,M01
1798.7,6795.0,54,M01
2026.5,6796.9,64,M01
2007.0,6800.3,186,M01
1774.6,6797.4,138,M01
1892.5,6817.2,84,M01
1933.7,6819.1,41,M01
1998.1,6823.4,19,M01
1854.5,6824.4,66,M01
1733.8,6836.3,50,M01
1722.4,6813.4,138,M05
1811.6,6837.7,110,M01
1959.3,6849.0,137,M01
1845.9,6851.8,125,M01
1770.8,6853.7,160,M01
1887.7,6856.1,138,M01
1802.0,6858.0,190,M01
1931.8,6861.4,88,M01
1717.8,6879.3,195,M01
1689.7,6902.1,46,M01
1809.2,6932.0,87,M01
1798.7,6919.6,43,M02
1931.8,6935.3,14,M01
1907.5,6936.3,77,M01
1770.8,6935.8,5,M01
2435.7,6075.7,10,M01
2401.1,6084.3,27,M01
2370.3,6138.7,82,M01
2384.4,6168.5,201,M01
2389.2,6184.8,144,M02
2345.5,6176.2,342,M01
2364.6,6181.9,114,M01
2331.9,6200.7,120,M01
2367.9,6233.0,132,M01
2353.1,6247.3,373,M06
2431.4,6443.6,12,M01
2409.5,6491.1,554,M01
2391.6,6515.2,282,M01
2419.9,6568.6,345,M01
2372.7,6583.9,233,M01
2394.9,6595.1,178,M01
2401.6,6615.1,309,M01
2392.5,6664.8,445,M01
2358.9,6665.7,571,M01
2344.6,6683.4,1474,M01
1950.7,6667.2,268,M01
2011.3,6676.2,523,M01
1984.3,6679.1,409,M01
2033.0,6698.4,265,M01
2005.1,6699.4,321,M01
2024.6,6693.6,166,M02
1965.0,6701.3,197,M01
1944.0,6692.2,116,M06
2433.8,6706.0,476,M01
2374.1,6709.9,657,M01
2371.7,6689.4,103,M03
1981.9,6713.2,531,M01
1989.1,6717.0,479,M02
2409.0,6722.0,851,M01
2420.9,6743.5,1102,M01
2303.0,6736.3,402,M01
1979.1,6747.3,81,M01
2336.7,6747.8,794,M01
2179.9,6757.1,52,M01
2305.4,6759.0,66,M01
2039.7,6759.0,228,M01
2211.7,6759.5,211,M01
2401.1,6765.7,552,M01
2378.7,6779.5,1462,M02
2383.9,6759.0,917,M03
2252.7,6784.1,264,M01
2255.6,6809.8,324,M01
2223.4,6786.0,432,M01
2219.1,6804.6,652,M01
2201.7,6792.2,424,M01
2341.0,6795.5,99,M01
2306.9,6797.4,28,M01
2394.9,6807.9,594,M01
2428.0,6814.4,255,M01
2350.8,6822.5,47,M01
2225.3,6824.9,522,M01
2227.2,6838.2,612,M02
2295.4,6828.2,45,M01
2052.5,6831.5,140,M01
2049.2,6826.8,144,M05
2119.3,6837.7,199,M01
2263.7,6845.6,258,M01
1991.0,6847.0,235,M01
1987.2,6857.1,203,M02
1969.5,6871.4,134,M03
2394.9,6853.7,133,M01
2360.8,6854.7,68,M01
2315.7,6857.1,22,M01
2432.3,6858.5,195,M01
2220.5,6861.8,675,M01
2245.3,6864.2,176,M01
2019.8,6864.2,74,M01
2026.5,6865.2,47,M02
2077.6,6875.9,106,M01
2190.2,6889.8,534,M01
2213.1,6900.7,227,M01
2050.6,6895.5,29,M01
2172.8,6899.3,194,M01
2248.6,6902.6,277,M01
2385.8,6904.5,158,M01
2407.1,6916.7,544,M01
1960.7,6916.7,11,M01
2182.8,6918.6,108,M01
2184.2,6928.2,145,M02
2374.1,6921.0,27,M01
2126.7,6922.0,191,M01
2152.5,6911.9,24,M03
2020.3,6924.8,19,M01
1988.6,6925.3,10,M01
2069.5,6934.8,82,M01
1861.7,6032.1,164,M02
1673.2,6036.8,130,M02
1607.4,6107.5,76,M02
1493.8,6163.8,102,M02
1452.5,6226.8,44,M02
1509.3,6324.3,16,M02
1587.6,6414.7,39,M02
1441.1,6422.4,50,M02
1692.1,6467.5,296,M02
1472.8,6635.4,165,M02
1565.1,6682.4,520,M02
1495.2,6789.3,151,M02
1708.7,6789.8,88,M02
1591.4,6818.2,157,M02
2145.3,6092.4,61,M02
2157.5,6141.6,192,M02
2408.5,6534.0,419,M02
1967.4,6591.5,1253,M02
1875.3,6620.4,687,M02
2247.7,6626.9,79,M02
1755.0,6641.6,53,M02
1711.6,6669.5,481,M02
2055.4,6681.0,653,M02
2181.8,6724.9,411,M02
1749.1,6741.1,216,M02
1751.7,6775.2,164,M02
2171.8,6808.4,235,M02
2315.2,6814.8,9,M02
1837.6,6858.0,64,M02
1963.5,6883.1,140,M02
2301.1,6886.4,138,M02
2252.7,6893.1,594,M02
